"region.name.achinese","region.name.afrikaans","region.name.albanian","region.name.arabic","region.name.aragonese","region.name.armenian","region.name.avaric","region.name.azerbaijani","region.name.bashkir","region.name.basque","region.name.belarusian","region.name.bosnian","region.name.bulgarian","region.name.catalan","region.name.chechen","region.name.chinese","region.name.chuvash","region.name.croatian","region.name.czech","region.name.danish","region.name.dutch","region.name.eastern.mari","region.name.erzya","region.name.esperanto","region.name.estonian","region.name.finnish","region.name.french","region.name.gagauz","region.name.galician","region.name.georgian","region.name.german","region.name.gothic","region.name.greek","region.name.hakka","region.name.hebrew","region.name.hindi","region.name.hungarian","region.name.icelandic","region.name.indonesian","region.name.irish","region.name.italian","region.name.japanese","region.name.kabardian","region.name.kalmyk","region.name.karachay-balkar","region.name.kazakh","region.name.komi","region.name.korean","region.name.latin","region.name.latvian","region.name.lithuanian","region.name.low.german","region.name.luxembourgish","region.name.macedonian","region.name.malay","region.name.marathi","region.name.mongolian","region.name.northern.sami","region.name.norwegian.bokmål","region.name.norwegian.nynorsk","region.name.ossetic","region.name.pampanga","region.name.persian","region.name.polish","region.name.portuguese","region.name.romanian","region.name.russian","region.name.sakha","region.name.scots","region.name.serbian","region.name.serbo-croatian","region.name.slovak","region.name.slovenian","region.name.spanish","region.name.sundanese","region.name.swedish","region.name.tagalog","region.name.tamil","region.name.tatar","region.name.thai","region.name.turkish","region.name.udmurt","region.name.ukrainian","region.name.urdu","region.name.uyghur","region.name.uzbek","region.name.veps","region.name.vietnamese","region.name.waray","region.name.welsh","region.name.western.punjabi","region.name.беларуская.тарашкевіца‎","region.name.буряад","region.name.молдовеняскэ","region.name.english"
"Oblast Ulyanovsk","Oeljanofsk-oblast",NA,"أوليانوفسك أوبلاست",NA,NA,NA,"Ulyanovsk vilayəti",NA,"Ulianovsk oblasta","Ульянаўская вобласць","Uljanovska oblast","Уляновска област","Província dUliànovsk","Ульяновскан область","乌里扬诺夫斯克州","Чĕмпĕр облаçĕ","Uljanovska oblast","Uljanovská oblast","Uljanovsk oblast","Oblast Oeljanovsk","Сембер вел","Ульянонь ёнкс","Uljanovska provinco","Uljanovski oblast","Uljanovskin alue","Oblast dOulianovsk",NA,NA,"ულიანოვსკის ოლქი","Oblast Uljanowsk",NA,"Περιφέρεια Ουλιάνοφσκ","Ulyanovsk-chû","מחוז אולייאנובסק","उल्यानोव्स्क ओब्लास्ट","Uljanovszki terület",NA,"Oblast Ulyanovsk","Cúige Ulyanovsk","Oblast di Uljanovsk","ウリヤノフスク州",NA,"Ульяна төгәлң",NA,NA,"Ульяновск обласьт","울리야놉스크 주",NA,"Uļjanovskas apgabals","Uljanovsko sritis",NA,NA,"Улјановска област","Wilayah Ulyanovsk","उल्यानोव्स्क ओब्लास्त","Ульяновск муж","Uljanovsk oblast","Uljanovsk oblast","Uljanovsk oblast","Ульяновсчы облæст",NA,"استان اولیانوفسک","Obwód uljanowski","Oblast de Ulianovsk","Regiunea Ulianovsk","Ульяновская область","Ульяновскай уобалас","Ulyanovsk Oblast","Уљановска област","Uljanovska oblast","Ulianovská oblasť","Uljanovska oblast","Óblast de Uliánovsk",NA,"Uljanovsk oblast","Ulyanovsk Oblast",NA,"Сембер өлкәсе",NA,"Ulyanovsk Oblastı","Ульяновск улос","Ульяновська область","اولیانووسک اوبلاست",NA,"Ulyanov viloyati",NA,"Ulyanovsk (tỉnh)","Ulyanovsk Oblast","Oblast Ulyanovsk","الیانوسک","Ульянаўская вобласьць",NA,NA,"Ulyanovsk_Oblast"
"Oblast Vladimir","Wladimir-oblast",NA,"فلاديمير أوبلاست",NA,"Վլադիմիրի մարզ",NA,"Vladimir vilayəti",NA,"Vladimir oblasta","Уладзімірская вобласць","Vladimirska oblast","Владимирска област","Província de Vladímir","Владимиран область","弗拉基米尔州","Улатимĕр облаçĕ","Vladimirska oblast","Vladimirská oblast","Vladimir oblast","Oblast Vladimir","Владимир вел","Олодимерэнь ёнкс","Vladimira provinco","Vladimiri oblast","Vladimirin alue","Oblast de Vladimir",NA,NA,"ვლადიმირის ოლქი","Oblast Wladimir",NA,"Περιφέρεια Βλαντίμιρ",NA,"מחוז ולדימיר",NA,"Vlagyimiri terület",NA,"Oblast Vladimir","Cúige Vladimir","Oblast di Vladimir","ヴラジーミル州","Владимир област","Владимира төгәлң",NA,NA,"Владимир обласьт","블라디미르 주",NA,"Vladimiras apgabals","Vladimiro sritis",NA,NA,"Владимирска област","Wilayah Vladimir","व्लादिमिर ओब्लास्त","Владимир муж","Vladimir oblast","Vladimir oblast","Vladimir oblast","Владимиры облæст",NA,"استان ولادیمیر","Obwód włodzimierski","Oblast de Vladimir","Regiunea Vladimir","Владимирская область","Владимир уобалаһа","Vladimir Oblast","Владимирска област","Vladimirska oblast","Vladimírska oblasť","Vladimirska oblast","Óblast de Vladímir",NA,"Vladimir oblast","Vladimir Oblast",NA,"Владимир өлкәсе",NA,"Vladimir Oblastı",NA,"Владимирська область","ولادیمیر اوبلاست",NA,"Vladimir viloyati",NA,"Vladimir (tỉnh)","Vladimir Oblast","Oblast Vladimir","ولادیمیر اوبلاست","Уладзімерская вобласьць",NA,NA,"Vladimir_Oblast"
"Oblast Volgograd","Wolgograd-oblast",NA,"فولغوغراد أوبلاست",NA,"Վոլգոգրադի մարզ",NA,"Volqoqrad vilayəti",NA,"Volgograd oblasta","Валгаградская вобласць","Volgogradska oblast","Волгоградска област","Província de Volgograd","Волгоградан область","伏尔加格勒州","Волгоград облаçĕ","Volgogradska oblast","Volgogradská oblast","Volgograd oblast","Oblast Wolgograd","Волгоград вел","Равошонь ёнкс","Volgograda provinco","Volgogradi oblast","Volgogradin alue","Oblast de Volgograd",NA,NA,"ვოლგოგრადის ოლქი","Oblast Wolgograd",NA,"Περιφέρεια Βολγκογκράντ",NA,"מחוז וולגוגרד",NA,"Volgográdi terület",NA,"Oblast Volgograd","Cúige Volgograd","Oblast di Volgograd","ヴォルゴグラード州","Волгоград област","Аһша төгәлң",NA,NA,"Волгоград обласьт","볼고그라드 주",NA,"Volgogradas apgabals","Volgogrado sritis",NA,NA,"Волгоградска област","Wilayah Volgograd","वोल्गोग्राद ओब्लास्त",NA,"Volgograd oblast","Volgograd oblast","Volgograd oblast","Волгограды облæст",NA,"استان ولگوگراد","Obwód wołgogradzki","Oblast de Volgogrado","Regiunea Volgograd","Волгоградская область","Волгоград уобалаһа","Volgograd Oblast","Волгоградска област","Volgogradska oblast","Volgogradská oblasť","Volgograjska oblast","Óblast de Volgogrado",NA,"Volgograd oblast","Volgograd Oblast","வோல்கோகிராட் வட்டாரம்","Волгоград өлкәсе",NA,"Volgograd Oblastı","Волгоград улос","Волгоградська область","وولگوگراڈ اوبلاست",NA,"Volgograd viloyati",NA,"Volgograd (tỉnh)","Volgograd Oblast","Oblast Volgograd","ولگراڈ","Валгаградзкая вобласьць",NA,NA,"Volgograd_Oblast"
"Oblast Vologda","Wologda-oblast",NA,"فولوغدا أوبلاست",NA,"Վոլոգդայի մարզ",NA,"Voloqda vilayəti",NA,"Vologda oblasta","Валагодская вобласць","Vologodska oblast","Вологодска област","Província de Vólogda","Вологдан область","沃洛格达州",NA,"Vologodska oblast","Vologdská oblast","Vologda oblast","Oblast Vologda","Вологдо вел","Вологдань ёнкс","Vologda provinco","Vologda oblast","Vologdan alue","Oblast de Vologda",NA,NA,"ვოლოგდის ოლქი","Oblast Wologda",NA,"Περιφέρεια Βόλογκντα",NA,"מחוז וולוגדה",NA,"Vologdai terület","Vologdafylki","Oblast Vologda","Cúige Vologda","Oblast di Vologda","ヴォログダ州","Вологда област",NA,NA,NA,"Вӧлӧгда обласьт","볼로그다 주","Regio Vologdensis","Vologdas apgabals","Vologdos sritis",NA,NA,"Вологодска област","Wilayah Vologda","वोलोग्दा ओब्लास्त",NA,"Vologda oblast","Vologda oblast","Vologda oblast","Вологдæйы облæст",NA,"استان ولوگدا","Obwód wołogodzki","Oblast de Vologda","Regiunea Vologda","Вологодская область","Вологда уобалаһа","Vologda Oblast","Вологодска област","Vologodska oblast","Vologdská oblasť","Vologdska oblast","Óblast de Vólogda",NA,"Vologda oblast","Vologda Oblast",NA,"Вологда өлкәсе",NA,"Vologda Oblastı",NA,"Вологодська область","ولوگدا اوبلاست",NA,"Vologda viloyati","Vologdan agj","Vologda (tỉnh)","Vologda Oblast","Oblast Vologda","ولوگدا","Валагодзкая вобласьць",NA,NA,"Vologda_Oblast"
"Oblast Voronezh","Woronezj-oblast",NA,"فورونيج أوبلاست",NA,"Վորոնեժի մարզ",NA,"Voronej vilayəti","Воронеж өлкәһе","Voronezh oblasta","Варонежская вобласць","Voronješka oblast","Воронежка област","Província de Vorónej","Воронежан область","沃罗涅日州","Воронеж облаçĕ","Voronješka oblast","Voroněžská oblast","Voronezj oblast","Oblast Voronezj","Воронеж вел","Воронежень ёнкс","Voroneĵa provinco","Voroneži oblast","Voronežin alue","Oblast de Voronej",NA,NA,"ვორონეჟის ოლქი","Oblast Woronesch",NA,"Περιφέρεια Βορόνεζ","Voronezh-chû","מחוז וורונז",NA,"Voronyezsi terület",NA,"Oblast Voronezh","Cúige Voronezh","Oblast di Voronež","ヴォロネジ州","Воронеж област","Воронежа төгәлң",NA,NA,"Воронеж обласьт","보로네시 주",NA,"Voroņežas apgabals","Voronežo sritis",NA,NA,"Воронешка област","Wilayah Voronezh","वोरोनेझ ओब्लास्त","Воронеж муж","Voronezj oblast","Voronezj oblast","Voronezj oblast","Воронежы облæст",NA,"استان ورونژ","Obwód woroneski","Oblast de Voronej","Regiunea Voronej","Воронежская область","Воронеж уобалаһа","Voronezh Oblast","Вороњешка област","Voronješka oblast","Voronežská oblasť","Voroneška oblast","Óblast de Vorónezh",NA,"Voronezj oblast","Voronezh Oblast","வரனியோஷ் ஒப்லாஸ்து","Воронеж өлкәсе",NA,"Voronej Oblastı","Воронеж улос","Воронезька область","ورونیش اوبلاست",NA,"Voronej viloyati",NA,"Voronezh (tỉnh)","Voronezh Oblast","Oblast Voronezh","ورونزخ","Варонеская вобласьць",NA,NA,"Voronezh_Oblast"
"Oblast Yaroslavl","Jaroslawl-oblast",NA,"ياروسلافل أوبلاست",NA,"Յարոսլավլի մարզ",NA,"Yaroslavl vilayəti",NA,"Jaroslavl oblasta","Яраслаўская вобласць","Jaroslavljska oblast","Ярославска област","Província de Iaroslavl","Ярославан область","雅羅斯拉夫爾州","Ярославль облаçĕ","Jaroslavska oblast","Jaroslavská oblast","Jaroslavl oblast","Oblast Jaroslavl","Ярославль вел","Ярославонь ёнкс","Jaroslavla provinco","Jaroslavli oblast","Jaroslavlin alue","Oblast de Iaroslavl",NA,NA,"იაროსლავლის ოლქი","Oblast Jaroslawl",NA,"Περιφέρεια Γιαροσλάβλ","Yaroslavl-chû","מחוז ירוסלבל",NA,"Jaroszlavli terület",NA,"Oblast Yaroslavl","Cúige Yaroslavl","Oblast di Jaroslavl","ヤロスラヴリ州","Ярослав област","Ярославла төгәлң",NA,NA,"Ярославль обласьт","야로슬라블 주",NA,"Jaroslavļas apgabals","Jaroslavlio sritis",NA,NA,"Јарославска област","Wilayah Yaroslavl","यारोस्लाव ओब्लास्त",NA,"Jaroslavl oblast","Jaroslavl oblast","Jaroslavl oblast","Ярославлы облæст",NA,"استان یاروسلاول","Obwód jarosławski","Oblast de Iaroslavl","Regiunea Iaroslavl","Ярославская область","Ярославскай уобалас","Yaroslavl Oblast","Јарославска област","Jaroslavska oblast","Jaroslavlianska oblasť","Jaroslaveljska oblast","Óblast de Yaroslavl",NA,"Jaroslavl oblast","Yaroslavl Oblast","யாரோஸ்லாவ் ஒப்லாஸ்து","Ярославль өлкәсе",NA,"Yaroslavl Oblastı",NA,"Ярославська область","یاروسلاول اوبلاست",NA,"Yaroslavl viloyati",NA,"Yaroslavl (tỉnh)","Yaroslavl Oblast","Oblast Yaroslavl","یاروسلاول اوبلاست","Яраслаўская вобласьць",NA,NA,"Yaroslavl_Oblast"
"Moskôw","Moskou","Moska","موسكو","Moscú","Մոսկվա","Москва","Moskva","Мәскәү","Mosku","Горад Масква","Moskva","Москва","Moscou","Москва","莫斯科","Мускав","Moskva","Moskva","Moskva","Moskou","Моско","Москов ош","Moskvo","Moskva","Moskova","Moscou","Moskva","Moscova","მოსკოვი","Moskau","𐌼𐍉𐍃𐌺𐍅𐌰","Μόσχα","Mo̍k-sṳ̂-khô","מוסקבה","मास्को","Moszkva","Moskva","Moskwa","Moscó","Mosca (Russia)","モスクワ","Мэзкуу","Москва балһсн","Москва","Мәскеу","Мӧскуа","모스크바","Moscua","Maskava","Maskva","Moskau","Moskau","Москва","Moscow","मॉस्को","Москва","Moskva","Moskva","Moskva","Мæскуы",NA,"مسکو","Moskwa","Moscovo","Moscova","Москва","Москва","Moscow","Москва","Moskva","Moskva","Moskva","Moscú","Moskwa","Moskva","Mosku","மாஸ்கோ","Мәскәү","มอสโก","Moskova","Муско","Москва","ماسکو","Moskwa","Moskva","Moskv","Moskva","Moscow","Moscfa","ماسکو","Масква","Москва","Москова","Moscow"
NA,"Sint Petersburg","Shën Petersburgu","سانت بطرسبرغ","Sant Petersburgo","Սանկտ Պետերբուրգ",NA,"Sankt-Peterburq","Санкт-Петербург","San Petersburgo","Горад Санкт-Пецярбург","Sankt Peterburg","Санкт Петербург","Sant Petersburg","Санкт-Петербург","圣彼得堡","Санкт-Петербург","Sankt Peterburg","Petrohrad","Sankt Petersborg","Sint-Petersburg","Санкт-Петербург","Ине-Петрань ош","Sankt-Peterburgo","Peterburi","Pietari (kaupunki)","Saint-Pétersbourg",NA,"San Petersburgo","სანქტ-პეტერბურგი","Sankt Petersburg",NA,"Αγία Πετρούπολη","Sṳn Pí-tet-páu","סנקט פטרבורג","सेंट पीटर्सबर्ग","Szentpétervár","Sankti Pétursborg","Sankt-Peterburg","Cathair Pheadair","San Pietroburgo","サンクトペテルブルク","Бытырбыху","Санкт-Петербург балһсн","Санкт-Петербург","Санкт-Петербор","Петыркар","상트페테르부르크","Petropolis","Sanktpēterburga","Sankt Peterburgas","Sankt Petersborg","Sankt Péitersbuerg","Санкт Петербург","Saint Petersburg","सेंट पीटर्सबर्ग","Санкт-Петербург",NA,"St. Petersburg","St. Petersburg","Бетъырбух",NA,"سن پترزبورگ","Petersburg","São Petersburgo","Sankt Petersburg","Санкт-Петербург","Санкт-Петербург","Saunt Petersburg","Санкт Петербург","Sankt Peterburg","Petrohrad","Sankt Peterburg","San Petersburgo",NA,"Sankt Petersburg","San Petersburgo","சென் பீட்டர்ஸ்பேர்க்","Санкт-Петербург","เซนต์ปีเตอร์สเบิร์ก","Sankt Peterburg","Санкт-Петербург","Санкт-Петербург","سینٹ پیٹرز برگ","Sankt-Pétérburg","Sankt-Peterburg","Piter","Sankt-Peterburg","San Petersburgo","St Petersburg","سینٹ پیٹرزبرگ","Санкт-Пецярбург","Санкт-Петербург","Санкт-Петербург","Saint_Petersburg"
NA,"Sewastopol",NA,"سيفاستوبول","Sevastopol","Սևաստոպոլ",NA,"Sevastopol",NA,"Sebastopol","Горад Севастопаль",NA,"Севастопол","Sebastòpol","Севастополь","塞瓦斯托波爾","Севастополь","Sevastopolj","Sevastopol","Sevastopol","Sebastopol","Севастополь","Севастополь ош","Sebastopolo","Sevastopol","Sevastopol","Sébastopol",NA,"Sebastopol","სევასტოპოლი","Sewastopol",NA,"Σεβαστούπολη",NA,"סבסטופול",NA,"Szevasztopol",NA,"Sevastopol",NA,"Sebastopoli","セヴァストポリ",NA,NA,NA,NA,NA,"세바스토폴","Sebastopolis","Sevastopole","Sevastopolis",NA,"Sewastopol","Севастопол","Sevastopol","सेव्हास्तोपोल","Севастополь",NA,"Sevastopol","Sevastopol","Севастополь",NA,"سواستوپول","Sewastopol","Sebastopol","Sevastopol","Севастополь","Севастополь","Sevastopol","Севастопољ","Sevastopolj","Sevastopoľ","Sevastopol","Sebastopol",NA,"Sevastopol","Sevastopol",NA,"Акъяр","เซวัสโตปอล","Sivastopol","Севастополь","Севастополь","سواستوپول",NA,"Sevastopol","Sevastopol","Sevastopol","Sevastopol",NA,NA,"Севастопаль",NA,"Севастопол","Sevastopol"
NA,"Joodse Outonome Oblast",NA,"الأوبلاست اليهودية الذاتية",NA,"Հրեական ինքնավար մարզ",NA,"Yəhudi Muxtar Vilayəti",NA,"Juduen Probintzia Autonomoa","Яўрэйская аўтаномная вобласць","Jevrejska autonomna oblast","Еврейска автономна област","Província Autònoma dels Hebreus","Жугтийн автономни область","犹太自治州","Еврей автономи облаçĕ","Židovska autonomna oblast","Židovská autonomní oblast","Jødiske autonome oblast","Joodse Autonome Oblast","Еврей автоном вел","Евреень аулькедьалонь ёнкс","Hebrea Aŭtonomio","Juudi autonoomne oblast","Juutalaisten autonominen alue","Oblast autonome juif",NA,"Óblast Autónomo Hebreo","ებრაელთა ავტონომიური ოლქი","Jüdische Autonome Oblast",NA,"Εβραϊκή Αυτόνομη Περιφέρεια","Yù-thai Chhṳ-chhṳ-chû","המחוז היהודי האוטונומי",NA,"Zsidó autonóm terület","Hebreska sjálfstjórnarfylkið","Oblast Otonom Yahudi","Cúige Féinrialaitheach na nGiúdach","Oblast autonoma ebraica","ユダヤ自治州",NA,"Хар Уугрин автоном төгәлң",NA,"Еврей автономиялы облысы","Еврей асвеськӧдлан обласьт","유대인 자치주",NA,"Ebreju autonomais apgabals","Žydų autonominė sritis",NA,NA,"Еврејска автономна област","Wilayah autonomi Yahudi","ज्यूईश स्वायत्त ओब्लास्त",NA,NA,"Den jødiske autonome oblast","Den jødiske autonome oblasten","Дзутты автономон облæст",NA,"استان خودگردان یهودی","Żydowski Obwód Autonomiczny","Oblast Autônomo Judaico","Regiunea Autonomă Evreiască","Еврейская автономная область","Дьэбириэй автономиялаах уобалаһа","Jewish Autonomous Oblast","Јеврејска аутономна област","Židovska autonomna oblast","Židovská autonómna oblasť",NA,"Óblast Autónomo Hebreo",NA,"Judiska autonoma länet","Jewish Autonomous Oblast","யூதர்களின் தன்னாட்சி மாகாணம்","Яһүд автономияле өлкәсе",NA,"Yahudi Özerk Oblastı",NA,"Єврейська автономна область","یہودی خود مختار اوبلاست",NA,"Yahudiylar muxtor viloyati",NA,"Tỉnh tự trị Do Thái","Hudiyonon nga Autonomo Oblast",NA,"یہودی صوبہ","Габрэйская аўтаномная вобласьць",NA,NA,"Jewish_Autonomous_Oblast"
NA,"Tsjoekotka",NA,"أوكروغ تشوكوتكا الذاتية",NA,"Չուկոտկայի ինքնավար օկրուգ",NA,"Çukotka Muxtar Dairəsi","Чукотка автономиялы округы","Txukotka","Чукоцкая аўтаномная акруга","Čukotski autonomni okrug","Чукотски автономен окръг","Txukotka","Чукотийн автономни гуо","楚科奇自治区","Чукотка автономлă округĕ","Čukotski autonomni okrug","Čukotský autonomní okruh","Tjukotskij autonome okrug","Tsjoekotka","Чукот автоном йырвел","Чукотонь аулькедьало кужомасторось","Ĉukotka aŭtonoma distrikto","Tšuktšimaa","Tšukotka","Tchoukotka",NA,"Chukotka","ჩუკოტკის ავტონომიური ოკრუგი","Autonomer Kreis der Tschuktschen",NA,"Αυτόνομος θύλακας Τσουκότκα",NA,"המחוז האוטונומי צוקוטקה",NA,"Csukcsföld",NA,"Okrug otonom Chukotka","Ceantar Féinrialaitheach na Siuicsíoch","Circondario autonomo della Čukotka","チュクチ自治管区",NA,"Чөкөдин автоном әәмг",NA,NA,NA,"축치 자치구",NA,"Čukotkas autonomais apvidus","Čiukčių autonominė apygarda",NA,NA,"Чукотски автономен округ","Negeri autonomi Chukotka","चुकोत्का स्वायत्त ऑक्रूग",NA,NA,"Tsjukotka","Tsjukotka","Чукоткæйы автономон зылд",NA,"ناحیه خودگردان چوکوتکا","Czukocki Okręg Autonomiczny","Chukotka","Districtul autonom Ciukotka","Чукотский автономный округ","Чукотка автономиялаах уокуруга","Chukotka Autonomous Okrug","Чукотка","Čukotski autonomni okrug","Čukotka (autonómny okruh)","Čukotka","Chukotka",NA,"Tjuktjien","Chukotka Autonomous Okrug",NA,"Чукотка автономияле округы",NA,"Çukotka Özerk Okrugu",NA,"Чукотський автономний округ","چوکوتکا خود مختار آکرگ",NA,"Chukotka muxtor okrugi",NA,"Khu tự trị Chukotka","Autonomo Okrug han Chukotka","Ocrwg Ymreolaethol Chukotka","چوکوتکا","Чукоцкая аўтаномная акруга",NA,NA,"Chukotka_Autonomous_Okrug"
NA,"Chanto-Mansië",NA,"أوكروغ خانتي-مانسي ذاتية الحكم",NA,"Խանտի-Մանսիական ինքնավար շրջան",NA,"Xantı-Mansi Muxtar Dairəsi","Ханты-Манси автономиялы округы","Khanty-Mansi","Ханты-Мансійская аўтаномная акруга — Югра","Hantijsko-Mansijski autonomni okrug","Ханти-Мансийски автономен окръг - Югра","Khàntia-Mànsia","Ханты-Мансийн автономни гуо — Югра","汉特-曼西自治区","Хантă-Манси автономи тăрăхĕ — Югра","Hantijsko-Mansijski autonomni okrug — Jugra","Chantymansijský autonomní okruh - Jugra","Khanty-Mansíjskij autonome okrug","Chanto-Mansië","Ханты-Манси автоном йырвел — Югра","Хантонь-Мансинь аулькедьало кужомасторось","Ĥanti-Mansa aŭtonoma distrikto — Jugra","Handi-Mansimaa","Hanti-Mansia","Khantys-Mansis",NA,NA,"ხანტი-მანსის ავტონომიური ოკრუგი","Autonomer Kreis der Chanten und Mansen/Jugra",NA,"Αυτόνομος θύλακας της Χαντίας - Μανσίας","Khanty-Mansi Chhṳ-chhṳ-khî","המחוז האוטונומי חנטי ומנסי (יוגרה)",NA,"Hanti- és Manysiföld",NA,"Khantia-Mansia","Ceantar Féinrialaitheach na gCántach is na Mainseach","Circondario autonomo degli Chanty-Mansi-Jugra","ハンティ・マンシ自治管区・ユグラ",NA,"Хант Манс хойрин автоном әәмг — Югра",NA,NA,"Ханты-Вӧгул асвеськӧдлан кытш — Йӧграму","한티만시 자치구","Iugra","Hantu-mansu autonomais apvidus-Jugra","Chantų Mansija",NA,NA,"Ханти-Мансиски автономен округ","Negeri autonomi Khanty-Mansi","खान्ती-मान्सी स्वायत्त ऑक्रूग",NA,NA,"Khanty-Mansia","Khanty-Mansia","Ханты-Мансийы автономон зылд",NA,"خانتی-مانسی","Chanty-Mansyjski Okręg Autonomiczny - Jugra","Khantia-Mansia","Districtul autonom Hantî-Mansi","Ханты-Мансийский автономный округ — Югра","Ханты уонна Манси автономиялаах уокуруга","Khanty-Mansi Autonomous Okrug","Хантија-Мансија","Hantijsko-Mansijski autonomni okrug — Jugra","Chantyjsko-Mansijsko",NA,"Janty-Mansi",NA,"Chantien-Mansien","Khanty-Mansi Autonomous Okrug — Yugra",NA,"Хант-Манси — Югра автономияле округы",NA,"Hantı-Mansi Özerk Okrugu","Ханты-Манси автономной округ — Югра","Ханти-Мансійський автономний округ — Югра","خانتی-مانسی خود مختار آکرگ",NA,"Xanti-Mansilar muxtor okrugi",NA,"Khantia-Mansia","Autonomo Okrug han Khanty-Mansi — Yugra","Ocrwg Ymreolaethol Khanty-Mansi","خانتی مانسی",NA,NA,NA,"Khanty-Mansi_Autonomous_Okrug"
NA,"Nenetsië",NA,"أوكروغ نينيتس الذاتية",NA,"Նենեցյան ինքնավար օկրուգ",NA,"Nenets Muxtar Dairəsi","Ненец автономиялы округы","Nenetsia","Ненецкая аўтаномная акруга","Nenečki autonomni okrug","Ненецки автономен окръг","Nenètsia","Ненцойн автономни гуо","涅涅茨自治区",NA,"Nenečki autonomni okrug","Něnecký autonomní okruh","Nenetskij autonome okrug","Nenetsië","Ненец автоном йырвел","Ненецэнь аулькедьало кужомастор","Nenecio","Neenetsimaa","Nenetsia","Nénétsie",NA,NA,"ნენთა ავტონომიური ოკრუგი","Autonomer Kreis der Nenzen",NA,"Αυτόνομος θύλακας της Νενετσίας","Nenets Chhṳ-chhṳ-khî","המחוז האוטונומי של הניינץ",NA,"Nyenyecföld",NA,"Nenetsia","Ceantar Féinrialaitheach na Neinéitseach","Circondario autonomo dei Nenec","ネネツ自治管区","Ненэй автоном округ","Цаамудин автоном әәмг",NA,NA,"Яран асвеськӧдлан кытш","네네츠 자치구",NA,"Ņencu autonomais apvidus","Nencų autonominė apygarda",NA,NA,"Ненецки автономен округ","Negeri autonomi Nenets","नेनेत्स स्वायत्त ऑक्रूग",NA,"Njenec Iehčanas Guovlu","Nenetsk","Nenetsia","Ненны автономон зылд",NA,"ناحیه‌ خودگردان ننتسیا","Nieniecki Okręg Autonomiczny","Nenétsia","Districtul autonom Neneția","Ненецкий автономный округ","Ненец автономиялаах уокуруга","Nenets Autonomous Okrug","Ненеција","Nenečki autonomni okrug","Nenecko",NA,"Nenetsia",NA,"Nentsien","Nenets Autonomous Okrug",NA,"Ненец автономияле округы",NA,"Nenets Özerk Okrugu",NA,"Ненецький автономний округ","نینیتس خود مختار آکرگ",NA,"Nenetslar muxtor okrugi",NA,"Nenetsia","Nenets Autonomous Okrug","Ocrwg Ymreolaethol Nenets","نینٹس",NA,NA,NA,"Nenets_Autonomous_Okrug"
NA,"Jamalo-Nenetsië",NA,"أوكروغ يامالو-نينيتس الذاتية",NA,"Յամալ-Նենեցյան ինքնավար օկրուգ",NA,"Yamalo-Nenets Muxtar Dairəsi","Ямал-Ненец автономиялы округы","Jamalia-Nenetsia","Ямала-Ненецкая аўтаномная акруга","Jamalskonenečki autonomni okrug","Ямало-Ненецки автономен окръг","Iamàlia","Ямал-Ненцойн автономни гуо","亚马尔-涅涅茨自治区","Ямал-Ненец автономлă тăрăхĕ","Jamalskonenečki autonomni okrug","Jamalo-něnecký autonomní okruh","Jamalo-Nenetskij autonome okrug","Jamalië","Ямал-Ненец автоном йырвел",NA,"Jamalo-Neneca aŭtonoma distrikto","Jamali Neenetsi autonoomne ringkond","Jamalin Nenetsia","Iamalie",NA,NA,"იამალ-ნენთა ავტონომიური ოკრუგი","Autonomer Kreis der Jamal-Nenzen",NA,"Αυτόνομος θύλακας των Γιαμάλων Νένετς","Yamalo-Nenets Chhṳ-chhṳ-khî","המחוז האוטונומי של ימלו-ננץ",NA,"Jamali Nyenyecföld",NA,"Yamalia","Ceantar Féinrialaitheach Neinéitseach Iamáil","Circondario autonomo Jamalo-Nenec","ヤマロ・ネネツ自治管区",NA,"Ямал Цаамудин автоном әәмг",NA,NA,"Ямал-Яран асвеськӧдлан кытш","야말로네네츠 자치구",NA,"Jamalas Ņencu autonomais apvidus","Jamalo Nencų autonominė apygarda",NA,NA,"Јамало-Ненецки автономен округ","Negeri autonomi Yamalo-Nenets","यमेलो-नेनेत्स स्वायत्त ऑक्रूग",NA,NA,"Jamalo-Nenetsk","Jamalo-Nenetsk","Ямало-Ненны автономон зылд",NA,"یامالو-ننتس","Jamalsko-Nieniecki Okręg Autonomiczny","Iamália","Districtul autonom Iamalia-Neneția","Ямало-Ненецкий автономный округ","Ямал-Ненец автономиялаах уокуруга","Yamalo-Nenets Autonomous Okrug","Јамалија","Jamalsko-Nenečki autonomni okrug","Jamalsko",NA,"Yamalia-Nenetsia",NA,"Jamalo-Nentsien","Yamalo-Nenets Autonomous Okrug",NA,"Ямал-Ненец автономияле округы",NA,"Yamalo-Nenets Özerk Okrugu",NA,"Ямало-Ненецький автономний округ","یامالو-نینیتس خود مختار آکرگ",NA,"Yamal Nenetslari muxtor okrugi",NA,"Yamalo-Nenets","Autonomo Okrug han Yamalo-Nenets","Ocrwg Ymreolaethol Yamalo-Nenets","یامالیہ","Ямала-Ненецкая аўтаномная акруга",NA,NA,"Yamalo-Nenets_Autonomous_Okrug"
